time,R,A_end,I_end,y_clean,y_obs,sem
0.0,0.0,0.0,0.0,0.0,0.00518376288097179,0.015
0.3333333333333333,0.1392920235749422,2.245970686804869e-20,1.0103064239356588e-46,1.996418388270995e-19,0.012324272152517374,0.015
0.6666666666666666,0.2591817793182821,1.6950620327043614e-14,2.5943237391656256e-37,1.5067218068481794e-13,0.004956556142901479,0.015
1.0,0.36237184837822667,3.013519436637795e-11,5.062437567448147e-32,2.6786839432295806e-10,-0.01954735820619702,0.015
1.3333333333333333,0.4511883639059736,4.539158738738207e-09,2.516078785941352e-28,4.034807666019337e-08,0.013580378348173426,0.015
1.6666666666666665,0.5276334472589853,1.7723792732273132e-07,1.691338187967462e-25,1.5754466915970215e-06,0.0066971940321517666,0.015
2.0,0.5934303402594009,2.9523524353409026e-06,3.206381482332341e-23,2.624270232688511e-05,-0.008028055828077392,0.015
2.333333333333333,0.6500622508888445,2.736989928138927e-05,2.538096190395758e-21,0.00024325100608159044,0.008960022569026886,0.015
2.6666666666666665,0.6988057880877978,0.0001655200848740845,1.0605029658940765e-19,0.0014699379530210633,0.006938523895812199,0.015
3.0,0.7407597393541085,0.0007235231946665716,2.7201212789213074e-18,0.006405569629248328,0.010817557079081217,0.015
3.333333333333333,0.7768698398515702,0.002452240999093138,4.7478172724680114e-17,0.02150472680995173,0.02193106042968868,0.015
3.6666666666666665,0.8079500913792459,0.006776395161808066,6.069890327144693e-16,0.05804926393134114,0.06624995873052784,0.015
4.0,0.8347011117784134,0.015847023077010032,6.0009616057173815e-15,0.12946450002070908,0.11841768871568407,0.015
4.333333333333333,0.8577259284134864,0.032269502876896144,4.7810887499742284e-14,0.24323420888642322,0.24079055966652743,0.015
4.666666666666666,0.877543571747018,0.05851316180891051,3.1697310950650484e-13,0.3925194659439113,0.38528767625371163,0.015
5.0,0.8946007754381357,0.0961924013069956,1.793674299099496e-12,0.557248647537212,0.5662313407267314,0.015
5.333333333333333,0.9092820467105875,0.14549811768713505,8.842717662623247e-12,0.7152022565820915,0.7157980881943163,0.015
5.666666666666666,0.9219183339988468,0.2049990386159098,3.8621254356083054e-11,0.8519461837622823,0.8475593324978059,0.015
6.0,0.9327944872602503,0.27187210612407503,1.5152869012056695e-10,0.9626515191226164,0.9509228921872638,0.015
6.333333333333333,0.9421556791251615,0.34245571682082526,5.403077538265146e-10,1.0487571054702969,1.0448992218610138,0.015
6.666666666666666,0.950212931632136,0.41292665224282277,1.7682303350746708e-09,1.1142738062666002,1.1143959389743754,0.015
7.0,0.9571478731329598,0.4799028489030045,5.35597748009443e-09,1.1635720916181556,1.159438048038665,0.015
7.333333333333333,0.96311683259876,0.540842966145111,1.5124447168550706e-08,1.2004676809356598,1.2198786381516329,0.015
7.666666666666666,0.9682543636219321,0.5942037982348994,4.006660498193992e-08,1.228004697335542,1.243105562065129,0.015
8.0,0.9726762775527075,0.6393900083608102,1.0012082708799916e-07,1.248518454965099,1.2078510177806094,0.015
8.333333333333332,0.9764822541439909,0.6765694185597483,2.3712769891346613e-07,1.2637737142739782,1.2354385155844632,0.015
8.666666666666666,0.9797580885541957,0.7064322547814905,5.345645760601567e-07,1.2750990379698994,1.272477456589072,0.015
9.0,0.9825776253605065,0.7299566528442956,1.1513509141957736e-06,1.283494865615177,1.2771620094415317,0.015
9.333333333333332,0.9850044231795223,0.7482175019365296,2.3771697600659338e-06,1.289714386585898,1.2929190315483772,0.015
9.666666666666666,0.9870931874195201,0.7622527904745249,4.719096880693488e-06,1.2943227262987067,1.2975825552640452,0.015
10.0,0.9888910034617577,0.7729852019033172,9.03178862112294e-06,1.2977404247826734,1.329508006108439,0.015
10.333333333333332,0.9904383980694564,0.7811878352634298,1.6705529761522505e-05,1.3002758292171728,1.2835955177767886,0.015
10.666666666666666,0.99177025295098,0.7874803057166737,2.9927752866314047e-05,1.3021495009351247,1.2964854258282197,0.015
11.0,0.9929165910709479,0.7923426420902018,5.203354263856307e-05,1.3035125398070044,1.3341541139193893,0.015
11.333333333333332,0.9939032534344844,0.7961373408616951,8.795872136106742e-05,1.304459984587487,1.3141605295305145,0.015
11.666666666666666,0.9947524816008186,0.7991331803650312,0.00014480508778896335,1.3050400662808914,1.3149860168665353,0.015
12.0,0.9954834190573874,0.8015271478617851,0.0002325203797661591,1.305259946328965,1.297549850753653,0.015
12.333333333333332,0.9961125427565238,0.8034628518164032,0.00036468634476875713,1.3050885631065465,1.2803674355437118,0.015
12.666666666666666,0.9966540345425288,0.8050450531638419,0.000559397434427172,1.304457252835748,1.306969223999089,0.015
13.0,0.9971201008419117,0.8063506445154793,0.000840199019722571,1.303258891652085,1.3048941029694083,0.015
13.333333333333332,0.9975212478233336,0.8074366694167796,0.0012370417774912438,1.3013463793479305,1.282936098534262,0.015
13.666666666666666,0.9978665182299623,0.8083460247412304,0.001787195970222237,1.298531383323379,1.2882829833966705,0.015
14.0,0.9981636952229711,0.8091115258696424,0.0025360595434344843,1.2945843817483562,1.2935037265524478,0.015
14.333333333333332,0.9984194778312638,0.8097586682469189,0.003537787503711481,1.2892370382068818,1.2750657638609701,0.015
14.666666666666666,0.9986396319624521,0.8103075938763995,0.004855668312546822,1.282188016186188,1.2807139666684049,0.015
15.0,0.9988291203792088,0.8107744489521206,0.006562176787457425,1.2731131361884065,1.2745453816004484,0.015
15.333333333333332,0.9989922145709514,0.8111723422184681,0.008738642338368472,1.2616804765580754,1.2622142701139076,0.015
15.666666666666666,0.999132591042693,0.8115120318825234,0.011474487435248704,1.2475704340717808,1.239976059197066,0.015
