ID_REF,0
cg10501210,-1.4961265071867722
cg12544505.2,-1.3028745689097803
cg23090567,-1.246674063251911
cg10505126,1.0264441509300901
cg05983884,-0.7170259978736053
cg27003880,-0.7141778358201047
cg15822843,-0.7097925755985524
cg14882408,-0.703522150423227
cg10534703,-0.6979532434836834
cg10973332,-0.6792189211358108
cg27531392,-0.6597026906429105
cg10820794,0.6554243415804307
cg03918464,0.610267483525386
cg04287515,-0.5997949570900736
cg02153665,-0.5918604161293815
cg06857737,0.5900686892591535
cg27419618,0.5857367683843124
cg01079466,-0.5775440430135513
cg18291784,0.5674080415537911
cg09714739,-0.5596671211782686
cg25584627,-0.5411690325747414
cg09227056,0.5285447295855155
cg27395516,-0.5210043514207446
cg15940363,0.5205721534700196
cg25764105,0.5187282015680129
cg03673311,-0.5027516821344636
cg08228814,0.49173193319623226
cg15211069,-0.47810635406440694
cg13245548,-0.443953176149772
cg06848063,0.4414317286163173
cg05562961,0.4352557292892763
cg20356598,0.4212716793336974
cg19111140,0.4208603174734716
cg02909927,-0.42051511501704625
cg24098843,0.40931652564618504
cg26653463,-0.40863504683400004
cg08582624,0.4065274980319551
cg11882709,-0.40371197046956
cg22940022,0.40052987225727904
cg04469650,0.3961397808556687
cg12780900,-0.3945222496450528
cg22036689,-0.39024803160514365
cg23505674,0.388230239456017
cg15835565,0.38446826577101506
cg12001730,-0.37349860853725775
cg11359133,0.3734948029745097
cg06172365,-0.37066251354619617
cg12911558,0.3660764419682906
cg06035436,0.3636245930308515
cg25379954,0.3612770145892287
